"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009828","plant-type cell wall loosening","15/4324","19/12503",9.72689222435839e-05,0.00427098994942282,0.00363013202631557,"Os01g0823100/Os03g0132200/Os03g0336400/Os04g0228400/Os04g0583500/Os05g0477600/Os06g0725300/Os08g0561900/Os10g0535900/Os10g0542400/Os10g0548600/Os10g0555600/Os10g0555700/Os10g0555900/Os10g0556100",15
"GO:0045490","pectin catabolic process","20/4324","29/12503",0.000165387768622257,0.00665685768704586,0.00565800261076143,"Os01g0234300/Os02g0214400/Os03g0300500/Os03g0309400/Os03g0399000/Os03g0808000/Os04g0438400/Os04g0458900/Os04g0641200/Os05g0361500/Os06g0144200/Os06g0144900/Os06g0583900/Os07g0675100/Os07g0691100/Os08g0450100/Os08g0450200/Os09g0433700/Os11g0683700/Os12g0563700",20
"GO:0098869","cellular oxidant detoxification","57/4324","112/12503",0.000266314273244998,0.00978784805836689,0.00831919089629092,"Os01g0143100/Os01g0172600/Os01g0263300/Os01g0294700/Os01g0327100/Os01g0327400/Os01g0543100/Os01g0675100/Os01g0835500/Os02g0129800/Os02g0192700/Os02g0236600/Os02g0236800/Os02g0240300/Os02g0553200/Os02g0741200/Os03g0121200/Os03g0131200/Os03g0152300/Os03g0219200/Os03g0235000/Os03g0358100/Os03g0405500/Os03g0434800/Os04g0223300/Os04g0473900/Os04g0556300/Os04g0602100/Os04g0683850/Os04g0688100/Os04g0688300/Os04g0688600/Os05g0135500/Os05g0465800/Os06g0185900/Os06g0232600/Os06g0306300/Os06g0472900/Os06g0625500/Os06g0695500/Os06g0727200/Os07g0260300/Os07g0638300/Os07g0676900/Os07g0677200/Os07g0694300/Os08g0113000/Os08g0453700/Os08g0522400/Os08g0549100/Os09g0538600/Os10g0109300/Os10g0415300/Os10g0509401/Os10g0536700/Os11g0112400/Os12g0112000",57
"GO:0009698","phenylpropanoid metabolic process","25/4324","40/12503",0.000283705740822229,0.00978784805836689,0.00831919089629092,"Os01g0681200/Os01g0901500/Os02g0177600/Os02g0525900/Os02g0626100/Os02g0626400/Os03g0130100/Os03g0132000/Os03g0305000/Os04g0404800/Os04g0473900/Os04g0518100/Os04g0518400/Os04g0674700/Os04g0683700/Os05g0132100/Os06g0656500/Os07g0280200/Os07g0639100/Os08g0130400/Os08g0143300/Os08g0245200/Os08g0448000/Os10g0578950/Os12g0168700",25
"GO:0006811","monoatomic ion transport","121/4324","271/12503",0.000334756010544756,0.0107791435395411,0.00916174344648805,"Os01g0130000/Os01g0221600/Os01g0226600/Os01g0276200/Os01g0279700/Os01g0307500/Os01g0385400/Os01g0532600/Os01g0557500/Os01g0704700/Os01g0706700/Os01g0708300/Os01g0770700/Os01g0782800/Os01g0817000/Os01g0817400/Os01g0837800/Os01g0852200/Os01g0869200/Os01g0930400/Os01g0972200/Os02g0117500/Os02g0131800/Os02g0138900/Os02g0175000/Os02g0175400/Os02g0184200/Os02g0196600/Os02g0245800/Os02g0314300/Os02g0498300/Os02g0518600/Os02g0519100/Os02g0558100/Os02g0627700/Os02g0650300/Os02g0673100/Os02g0730300/Os02g0730600/Os02g0750100/Os02g0787600/Os02g0789100/Os02g0802500/Os02g0817500/Os02g0832200/Os03g0127900/Os03g0203700/Os03g0226400/Os03g0233000/Os03g0278900/Os03g0337500/Os03g0411800/Os03g0574900/Os03g0616400/Os03g0667500/Os03g0684400/Os03g0736600/Os03g0752300/Os04g0444800/Os04g0501100/Os04g0574700/Os04g0605500/Os04g0656100/Os04g0686800/Os05g0113300/Os05g0131500/Os05g0148600/Os05g0198400/Os05g0219900/Os05g0424800/Os05g0428700/Os05g0430700/Os05g0451100/Os05g0461900/Os05g0472400/Os05g0472700/Os05g0473401/Os05g0495600/Os05g0594200/Os06g0128300/Os06g0178900/Os06g0181500/Os06g0188700/Os06g0207700/Os06g0318500/Os06g0560000/Os06g0625900/Os06g0671000/Os06g0676000/Os06g0680500/Os06g0701600/Os07g0102100/Os07g0103100/Os07g0108800/Os07g0191200/Os07g0232800/Os07g0257200/Os07g0258400/Os07g0513000/Os07g0522600/Os07g0666900/Os07g0679000/Os08g0117800/Os08g0224300/Os08g0254600/Os08g0300300/Os08g0455900/Os08g0466200/Os08g0550600/Os09g0376900/Os09g0431100/Os09g0448200/Os09g0545000/Os09g0556400/Os10g0572100/Os11g0124500/Os11g0660000/Os12g0468500/Os12g0581600/Os12g0617800/Os12g0638700",121
"GO:0000272","polysaccharide catabolic process","42/4324","78/12503",0.000361238237411057,0.0109048792918463,0.00926861267041527,"Os01g0134900/Os01g0236800/Os01g0287600/Os01g0303100/Os01g0518500/Os01g0660200/Os01g0663300/Os01g0746700/Os01g0860400/Os02g0151300/Os02g0605900/Os03g0132900/Os03g0201901/Os03g0329500/Os03g0351300/Os03g0828300/Os04g0443300/Os04g0480900/Os04g0481000/Os04g0497200/Os05g0304900/Os05g0319100/Os06g0367100/Os06g0715300/Os06g0726200/Os07g0543100/Os07g0543300/Os07g0627000/Os07g0667100/Os07g0679300/Os08g0522500/Os09g0379900/Os09g0494200/Os09g0533900/Os10g0465700/Os10g0493600/Os11g0118200/Os11g0131900/Os11g0132600/Os11g0525600/Os12g0117300/Os12g0129350",42
"GO:0009738","abscisic acid-activated signaling pathway","37/4324","67/12503",0.000414194855703628,0.0117680067826384,0.0100022287135861,"Os01g0802600/Os01g0826400/Os01g0841100/Os01g0867300/Os01g0869900/Os02g0226801/Os02g0255500/Os02g0551100/Os02g0766700/Os03g0268600/Os03g0297600/Os03g0300400/Os03g0322700/Os03g0327800/Os03g0610900/Os04g0432000/Os04g0460600/Os04g0465600/Os04g0471700/Os04g0593400/Os05g0437700/Os05g0474800/Os05g0494600/Os05g0537400/Os05g0572700/Os06g0211200/Os06g0562200/Os07g0108400/Os07g0500300/Os07g0686100/Os08g0499300/Os10g0573400/Os12g0555000/Os12g0555200/Os12g0555300/Os12g0555500/Os12g0586100",37
"GO:0006817","phosphate ion transport","9/4324","10/12503",0.000485067931220282,0.0130159894877442,0.0110629528173047,"Os01g0110100/Os02g0593500/Os02g0809800/Os03g0150600/Os04g0186400/Os06g0493600/Os07g0561800/Os07g0562400/Os10g0444700",9
"GO:0042744","hydrogen peroxide catabolic process","42/4324","79/12503",0.000515727843933129,0.0131103446641948,0.0111431500905219,"Os01g0172600/Os01g0263300/Os01g0294700/Os01g0327100/Os01g0327400/Os01g0543100/Os01g0675100/Os02g0192700/Os02g0236600/Os02g0236800/Os02g0240300/Os02g0553200/Os02g0741200/Os03g0121200/Os03g0131200/Os03g0152300/Os03g0235000/Os03g0434800/Os04g0223300/Os04g0602100/Os04g0688100/Os04g0688300/Os04g0688600/Os05g0135500/Os06g0306300/Os06g0472900/Os06g0625500/Os06g0695500/Os06g0727200/Os07g0657900/Os07g0676900/Os07g0677200/Os07g0694300/Os08g0113000/Os08g0522400/Os08g0549100/Os09g0538600/Os10g0109300/Os10g0536700/Os11g0112400/Os12g0112000/Os12g0188700",42
"GO:0006865","amino acid transport","33/4324","59/12503",0.000616476472691599,0.0144241183935601,0.0122597933387565,"Os01g0209800/Os01g0607200/Os01g0825800/Os01g0856500/Os01g0857400/Os01g0908600/Os01g0945300/Os02g0101000/Os02g0102200/Os02g0191300/Os02g0191800/Os02g0722400/Os03g0817200/Os04g0435100/Os04g0460300/Os04g0470700/Os04g0562100/Os04g0565500/Os05g0447200/Os06g0228500/Os06g0654400/Os07g0100800/Os07g0134000/Os07g0231400/Os08g0249200/Os08g0446800/Os10g0437100/Os11g0298000/Os12g0156866/Os12g0181500/Os12g0181600/Os12g0194900/Os12g0485600",33
"GO:0009827","plant-type cell wall modification","16/4324","23/12503",0.000656948881314039,0.0144241183935601,0.0122597933387565,"Os01g0311700/Os02g0689000/Os03g0165400/Os03g0830600/Os03g0830800/Os04g0106000/Os05g0360900/Os05g0543000/Os07g0247000/Os08g0108100/Os08g0218700/Os08g0549200/Os10g0186200/Os10g0508700/Os11g0677400/Os12g0561500",16
"GO:0010150","leaf senescence","19/4324","29/12503",0.000656999181487209,0.0144241183935601,0.0122597933387565,"Os01g0192000/Os01g0656400/Os01g0727500/Os01g0727700/Os01g0862600/Os01g0970700/Os02g0629000/Os03g0113900/Os04g0442000/Os04g0542000/Os05g0148700/Os05g0531000/Os05g0531100/Os05g0571200/Os06g0158100/Os07g0516300/Os08g0386200/Os09g0334500/Os10g0481000",19
"GO:0010207","photosystem II assembly","10/4324","12/12503",0.000756467042556145,0.015885807893679,0.0135021577389884,"Os01g0501800/Os02g0137700/Os03g0333400/Os03g0792400/Os06g0704700/Os06g0729650/Os07g0490400/Os07g0558500/Os08g0553800/Os12g0283900",10
"GO:0009751","response to salicylic acid","12/4324","16/12503",0.00114573602195478,0.0222772222685479,0.0189345465505801,"Os01g0524500/Os01g0656400/Os01g0893400/Os03g0281900/Os03g0438100/Os05g0571200/Os06g0158100/Os06g0727200/Os08g0386200/Os09g0334500/Os09g0417600/Os09g0417800",12
"GO:0006950","response to stress","61/4324","127/12503",0.00115306533481097,0.0222772222685479,0.0189345465505801,"Os01g0135900/Os01g0144300/Os01g0165000/Os01g0172600/Os01g0256500/Os01g0294700/Os01g0314800/Os01g0327100/Os01g0327400/Os01g0507700/Os01g0605100/Os02g0178800/Os02g0573200/Os02g0612900/Os02g0684400/Os02g0753800/Os03g0121200/Os03g0152300/Os03g0277300/Os03g0291500/Os03g0293500/Os03g0303500/Os03g0316200/Os03g0678950/Os03g0802500/Os03g0802600/Os04g0452100/Os04g0583200/Os04g0610900/Os04g0677500/Os04g0688100/Os04g0688300/Os04g0688600/Os05g0135500/Os05g0362600/Os05g0382600/Os05g0524100/Os06g0221200/Os06g0232100/Os06g0306300/Os06g0472900/Os06g0559400/Os07g0498400/Os07g0628700/Os07g0659600/Os07g0687900/Os07g0693100/Os07g0694300/Os08g0113000/Os08g0440100/Os08g0458200/Os09g0407300/Os09g0426800/Os10g0136500/Os10g0471100/Os10g0489500/Os10g0505900/Os10g0536700/Os10g0562900/Os11g0558200/Os12g0431100",61
"GO:0048731","system development","13/4324","18/12503",0.0012562748611946,0.02318823820122,0.0197088654211088,"Os02g0555300/Os03g0317100/Os03g0417700/Os03g0605300/Os03g0761500/Os04g0432800/Os05g0112900/Os05g0182600/Os07g0566500/Os08g0481000/Os08g0547300/Os09g0327200/Os11g0489250",13
"GO:0005983","starch catabolic process","14/4324","20/12503",0.00131944787747998,0.02318823820122,0.0197088654211088,"Os01g0236800/Os01g0715400/Os02g0528200/Os03g0107800/Os03g0351300/Os05g0393700/Os06g0367100/Os06g0713800/Os07g0543100/Os07g0627000/Os07g0667100/Os08g0473900/Os08g0520900/Os10g0465700",14
"GO:0008643","carbohydrate transport","15/4324","22/12503",0.00134424569282435,0.02318823820122,0.0197088654211088,"Os01g0133400/Os01g0541800/Os01g0606000/Os01g0700100/Os01g0881300/Os02g0301100/Os02g0513100/Os03g0363500/Os03g0363600/Os05g0214300/Os05g0588500/Os07g0578200/Os11g0508600/Os11g0643800/Os12g0476200",15
"GO:0009909","regulation of flower development","23/4324","39/12503",0.00155822664368271,0.0259525334103017,0.0220583807998641,"Os01g0257300/Os01g0835700/Os01g0933500/Os02g0178100/Os02g0220400/Os02g0460200/Os02g0610500/Os02g0793900/Os04g0282400/Os04g0497700/Os04g0649100/Os05g0121600/Os05g0595300/Os06g0157500/Os06g0157700/Os06g0654900/Os07g0261200/Os07g0671000/Os08g0442400/Os09g0240200/Os09g0423800/Os10g0560400/Os11g0152500",23
"GO:0006955","immune response","26/4324","46/12503",0.00185674927276976,0.0298936632915931,0.0254081479431651,"Os01g0296000/Os01g0784700/Os02g0472700/Os02g0681632/Os02g0710500/Os02g0769200/Os04g0632100/Os04g0632901/Os04g0633200/Os05g0130100/Os07g0537000/Os07g0538200/Os07g0538400/Os07g0538700/Os07g0540100/Os07g0541000/Os07g0541200/Os07g0541400/Os07g0541500/Os07g0542400/Os07g0542600/Os07g0550500/Os07g0628700/Os08g0179000/Os09g0452200/Os10g0327000",26
"GO:0009737","response to abscisic acid","29/4324","53/12503",0.00204887996145137,0.0319228716574521,0.0271328755506294,"Os01g0144300/Os01g0232800/Os01g0733200/Os01g0826400/Os02g0178800/Os02g0646500/Os02g0647900/Os02g0669100/Os03g0131200/Os03g0281900/Os03g0438100/Os03g0643300/Os03g0678950/Os04g0471700/Os05g0349800/Os05g0474800/Os06g0727200/Os07g0542600/Os08g0499300/Os08g0540400/Os10g0471100/Os10g0505900/Os11g0186200/Os11g0451700/Os11g0453900/Os11g0454000/Os11g0454200/Os11g0454300/Os11g0558200",29
"GO:0042542","response to hydrogen peroxide","18/4324","29/12503",0.00226793316371458,0.0342316161898169,0.029095195192391,"Os01g0135900/Os01g0136100/Os01g0136200/Os01g0656400/Os01g0893400/Os02g0128000/Os02g0782500/Os03g0131200/Os03g0266300/Os03g0438100/Os05g0571200/Os06g0158100/Os06g0567900/Os06g0727200/Os07g0517100/Os08g0167000/Os08g0386200/Os09g0334500",18
"GO:0042545","cell wall modification","15/4324","23/12503",0.00263292721440617,0.0385364801381267,0.0327541184567275,"Os01g0234300/Os03g0300500/Os03g0309400/Os03g0399000/Os04g0438400/Os04g0458900/Os04g0641200/Os05g0361500/Os07g0675100/Os07g0691100/Os08g0450100/Os08g0450200/Os09g0433700/Os11g0683700/Os12g0563700",15
"GO:0019344","cysteine biosynthetic process","13/4324","19/12503",0.00271986874541827,0.0386381354128536,0.0328405204555147,"Os01g0814800/Os01g0978100/Os02g0202700/Os03g0133900/Os03g0196600/Os03g0202001/Os03g0747800/Os04g0165700/Os05g0533500/Os06g0564500/Os07g0509800/Os11g0634800/Os12g0625000",13
"GO:0034219","carbohydrate transmembrane transport","20/4324","34/12503",0.00325309068777815,0.0448926514913385,0.0381565524280745,"Os01g0133400/Os01g0220700/Os01g0541800/Os01g0606000/Os01g0700100/Os01g0770700/Os01g0881300/Os02g0301100/Os02g0513100/Os03g0341300/Os03g0363500/Os03g0363600/Os05g0214300/Os07g0131250/Os07g0582400/Os09g0259200/Os11g0508600/Os11g0637100/Os11g0643800/Os12g0476200",20
"GO:0003333","amino acid transmembrane transport","31/4324","59/12503",0.00339803924135569,0.0455903598215222,0.0387495702961614,"Os01g0209800/Os01g0303300/Os01g0825800/Os01g0856500/Os01g0857400/Os01g0908600/Os02g0101000/Os02g0102200/Os02g0191300/Os02g0722400/Os03g0254200/Os03g0305600/Os03g0817200/Os04g0460300/Os04g0470700/Os04g0562100/Os04g0565500/Os05g0447200/Os05g0575101/Os06g0228500/Os07g0100800/Os07g0134000/Os07g0231400/Os07g0662800/Os10g0437100/Os11g0298000/Os12g0156866/Os12g0181500/Os12g0181600/Os12g0194900/Os12g0485600",31
